start,start_time,end,end_time
Turku,2023-07-20 05:50:23,Mariehamn,2023-07-20 11:15:58
Mariehamn,2023-07-20 11:41:29,Stockholm,2023-07-20 17:02:29
Stockholm,2023-07-20 18:17:50,Turku,2023-07-21 04:29:34
Turku,2023-07-21 05:59:49,Mariehamn,2023-07-21 11:10:52
Mariehamn,2023-07-21 11:40:47,Stockholm,2023-07-21 17:06:46
Stockholm,2023-07-21 18:21:55,Turku,2023-07-22 04:33:48
Turku,2023-07-22 05:49:00,Mariehamn,2023-07-22 11:09:39
Mariehamn,2023-07-22 11:40:00,Stockholm,2023-07-22 17:01:01
Stockholm,2023-07-22 18:11:09,Turku,2023-07-23 04:32:53
Turku,2023-07-23 05:58:07,Mariehamn,2023-07-23 11:09:00
Mariehamn,2023-07-23 11:33:59,Stockholm,2023-07-23 17:00:08
Stockholm,2023-07-23 18:40:19,Turku,2023-07-24 04:32:05
Turku,2023-07-24 05:52:20,Mariehamn,2023-07-24 11:13:18
Mariehamn,2023-07-24 11:43:17,Stockholm,2023-07-24 17:04:24
Stockholm,2023-07-24 18:19:43,Turku,2023-07-25 04:31:43
Turku,2023-07-25 05:56:54,Mariehamn,2023-07-25 11:17:52
Mariehamn,2023-07-25 11:53:01,Stockholm,2023-07-25 17:08:58
Stockholm,2023-07-25 18:24:17,Turku,2023-07-26 04:31:06
Turku,2023-07-26 05:51:15,Mariehamn,2023-07-26 11:12:04
Mariehamn,2023-07-26 11:42:18,Stockholm,2023-07-26 17:03:19
Stockholm,2023-07-26 18:23:29,Turku,2023-07-27 04:35:15
Turku,2023-07-27 06:00:30,Mariehamn,2023-07-27 11:11:19
Mariehamn,2023-07-27 11:41:40,Stockholm,2023-07-27 17:02:29
Stockholm,2023-07-27 18:22:40,Turku,2023-07-28 04:34:30
Turku,2023-07-28 05:44:41,Mariehamn,2023-07-28 11:20:54
Mariehamn,2023-07-28 11:40:54,Stockholm,2023-07-28 17:01:49
Stockholm,2023-07-28 18:12:09,Turku,2023-07-29 04:33:55
Turku,2023-07-29 05:49:10,Mariehamn,2023-07-29 11:10:07
Mariehamn,2023-07-29 11:45:14,Stockholm,2023-07-29 17:06:05
Stockholm,2023-07-29 18:11:23,Turku,2023-07-30 04:33:12
Turku,2023-07-30 05:43:22,Mariehamn,2023-07-30 11:09:19
Mariehamn,2023-07-30 11:39:29,Stockholm,2023-07-30 17:00:23
Stockholm,2023-07-30 18:10:44,Turku,2023-07-31 04:32:16
Turku,2023-07-31 05:47:35,Mariehamn,2023-07-31 11:13:09
Mariehamn,2023-07-31 11:43:33,Stockholm,2023-07-31 17:04:24
Stockholm,2023-07-31 18:09:43,Turku,2023-08-01 04:31:37
Turku,2023-08-01 05:51:48,Mariehamn,2023-08-01 11:12:18
Mariehamn,2023-08-01 11:42:42,Stockholm,2023-08-01 17:03:50
Stockholm,2023-08-01 18:24:01,Turku,2023-08-02 04:30:48
Turku,2023-08-02 05:45:58,Mariehamn,2023-08-02 11:11:34
Mariehamn,2023-08-02 11:36:56,Stockholm,2023-08-02 16:57:55
Stockholm,2023-08-02 18:13:04,Turku,2023-08-03 04:35:05
Turku,2023-08-03 05:45:05,Mariehamn,2023-08-03 11:11:01
Mariehamn,2023-08-03 11:41:07,Stockholm,2023-08-03 16:56:56
Stockholm,2023-08-03 18:22:06,Turku,2023-08-04 04:33:45
Turku,2023-08-04 05:48:55,Mariehamn,2023-08-04 11:14:51
Mariehamn,2023-08-04 11:34:58,Stockholm,2023-08-04 16:55:56
Stockholm,2023-08-04 18:16:07,Turku,2023-08-05 04:37:36
Turku,2023-08-05 05:47:55,Mariehamn,2023-08-05 11:08:47
Mariehamn,2023-08-05 11:38:42,Stockholm,2023-08-05 16:59:31
Stockholm,2023-08-05 17:59:46,Turku,2023-08-06 04:36:31
Turku,2023-08-06 05:46:41,Mariehamn,2023-08-06 11:07:47
Mariehamn,2023-08-06 11:32:45,Stockholm,2023-08-06 16:48:45
Stockholm,2023-08-06 18:03:56,Turku,2023-08-07 04:30:56
Turku,2023-08-07 05:46:12,Mariehamn,2023-08-07 11:12:00
Mariehamn,2023-08-07 11:32:19,Stockholm,2023-08-07 16:58:14
Stockholm,2023-08-07 18:13:24,Turku,2023-08-08 04:30:17
Turku,2023-08-08 05:50:28,Mariehamn,2023-08-08 11:11:23
Mariehamn,2023-08-08 11:26:29,Stockholm,2023-08-08 16:52:23
Stockholm,2023-08-08 18:07:33,Turku,2023-08-09 04:34:23
Turku,2023-08-09 05:44:39,Mariehamn,2023-08-09 11:10:34
Mariehamn,2023-08-09 11:30:26,Stockholm,2023-08-09 16:56:55
Stockholm,2023-08-09 18:07:03,Turku,2023-08-10 04:33:52
Turku,2023-08-10 05:44:02,Mariehamn,2023-08-10 11:10:12
Mariehamn,2023-08-10 11:29:53,Stockholm,2023-08-10 16:56:16
Stockholm,2023-08-10 18:11:26,Turku,2023-08-11 04:43:31
Turku,2023-08-11 05:48:41,Mariehamn,2023-08-11 11:09:38
Mariehamn,2023-08-11 11:29:36,Stockholm,2023-08-11 16:55:49
Stockholm,2023-08-11 18:01:00,Turku,2023-08-12 04:38:00
Turku,2023-08-12 05:48:10,Mariehamn,2023-08-12 11:09:11
Mariehamn,2023-08-12 11:34:32,Stockholm,2023-08-12 17:00:35
Stockholm,2023-08-12 18:05:44,Turku,2023-08-13 04:37:34
Turku,2023-08-13 05:42:43,Mariehamn,2023-08-13 11:08:52
Mariehamn,2023-08-13 11:34:01,Stockholm,2023-08-13 17:05:20
Stockholm,2023-08-13 18:05:30,Turku,2023-08-14 04:37:18
Turku,2023-08-14 05:42:32,Mariehamn,2023-08-14 11:13:32
Mariehamn,2023-08-14 11:28:25,Stockholm,2023-08-14 17:04:40
Stockholm,2023-08-14 18:04:50,Turku,2023-08-15 04:32:02
Turku,2023-08-15 05:47:22,Mariehamn,2023-08-15 11:13:17
Mariehamn,2023-08-15 11:28:20,Stockholm,2023-08-15 16:59:11
Stockholm,2023-08-15 18:19:31,Turku,2023-08-16 04:41:35
Turku,2023-08-16 05:46:45,Mariehamn,2023-08-16 11:07:52
Mariehamn,2023-08-16 11:33:00,Stockholm,2023-08-16 16:58:59
Stockholm,2023-08-16 18:09:21,Turku,2023-08-17 04:36:33
Turku,2023-08-17 05:46:43,Mariehamn,2023-08-17 11:12:37
Mariehamn,2023-08-17 11:32:41,Stockholm,2023-08-17 16:58:48
Stockholm,2023-08-17 18:09:07,Turku,2023-08-18 04:36:12
Turku,2023-08-18 05:46:27,Mariehamn,2023-08-18 11:12:43
Mariehamn,2023-08-18 11:32:32,Stockholm,2023-08-18 17:03:51
Stockholm,2023-08-18 18:04:09,Turku,2023-08-19 04:41:08
Turku,2023-08-19 05:46:19,Mariehamn,2023-08-19 11:12:04
Mariehamn,2023-08-19 11:37:13,Stockholm,2023-08-19 17:03:30
Stockholm,2023-08-19 17:58:39,Turku,2023-08-20 04:40:35
Turku,2023-08-20 05:45:50,Mariehamn,2023-08-20 11:11:55
Mariehamn,2023-08-20 11:27:04,Stockholm,2023-08-20 16:58:13
Stockholm,2023-08-20 18:08:23,Turku,2023-08-21 04:35:34
Turku,2023-08-21 05:45:36,Mariehamn,2023-08-21 11:07:59
Mariehamn,2023-08-21 11:28:01,Stockholm,2023-08-21 17:04:11
Stockholm,2023-08-21 17:59:21,Turku,2023-08-22 04:36:17
Turku,2023-08-22 05:46:38,Mariehamn,2023-08-22 11:17:37
Mariehamn,2023-08-22 11:32:45,Stockholm,2023-08-22 16:58:58
Stockholm,2023-08-22 18:09:07,Turku,2023-08-23 04:36:26
Turku,2023-08-23 05:46:36,Mariehamn,2023-08-23 11:17:33
Mariehamn,2023-08-23 11:32:41,Stockholm,2023-08-23 16:58:40
Stockholm,2023-08-23 18:03:51,Turku,2023-08-24 04:35:44
Turku,2023-08-24 05:45:58,Mariehamn,2023-08-24 11:15:33
Mariehamn,2023-08-24 11:30:37,Stockholm,2023-08-24 16:57:03
Stockholm,2023-08-24 18:22:12,Turku,2023-08-25 04:39:12
Turku,2023-08-25 05:49:15,Mariehamn,2023-08-25 11:10:26
Mariehamn,2023-08-25 11:30:30,Stockholm,2023-08-25 16:56:29
Stockholm,2023-08-25 18:11:39,Turku,2023-08-26 04:38:54
Turku,2023-08-26 05:44:02,Mariehamn,2023-08-26 11:10:03
Mariehamn,2023-08-26 11:29:55,Stockholm,2023-08-26 17:06:11
Stockholm,2023-08-26 18:06:22,Turku,2023-08-27 04:38:41
Turku,2023-08-27 05:43:51,Mariehamn,2023-08-27 11:09:56
Mariehamn,2023-08-27 11:29:56,Stockholm,2023-08-27 16:56:05
Stockholm,2023-08-27 18:01:16,Turku,2023-08-28 04:38:15
Turku,2023-08-28 05:43:24,Mariehamn,2023-08-28 11:13:14
Mariehamn,2023-08-28 11:28:19,Stockholm,2023-08-28 16:54:14
Stockholm,2023-08-28 17:59:23,Turku,2023-08-29 04:36:14
Turku,2023-08-29 05:46:25,Mariehamn,2023-08-29 11:07:18
Mariehamn,2023-08-29 11:26:51,Stockholm,2023-08-29 16:53:28
Stockholm,2023-08-29 18:13:38,Turku,2023-08-30 04:35:36
Turku,2023-08-30 05:45:45,Mariehamn,2023-08-30 11:11:51
Mariehamn,2023-08-30 11:26:51,Stockholm,2023-08-30 16:52:50
Stockholm,2023-08-30 18:07:59,Turku,2023-08-31 04:40:00
Turku,2023-08-31 05:45:06,Mariehamn,2023-08-31 11:11:16
Mariehamn,2023-08-31 11:31:15,Stockholm,2023-08-31 16:52:21
Stockholm,2023-08-31 18:07:29,Turku,2023-09-01 04:39:31
Turku,2023-09-01 05:44:42,Mariehamn,2023-09-01 11:10:48
Mariehamn,2023-09-01 11:25:52,Stockholm,2023-09-01 16:51:50
Stockholm,2023-09-01 18:02:09,Turku,2023-09-02 04:38:59
Turku,2023-09-02 05:49:12,Mariehamn,2023-09-02 11:10:11
Mariehamn,2023-09-02 11:30:12,Stockholm,2023-09-02 16:56:12
Stockholm,2023-09-02 18:01:21,Turku,2023-09-03 04:33:24
Turku,2023-09-03 05:48:33,Mariehamn,2023-09-03 11:14:47
Mariehamn,2023-09-03 11:24:43,Stockholm,2023-09-03 16:55:50
Stockholm,2023-09-03 18:05:59,Turku,2023-09-04 04:37:36
Turku,2023-09-04 05:42:51,Stockholm,2023-09-07 16:33:28
Stockholm,2023-09-07 18:03:38,Turku,2023-09-08 04:35:45
Turku,2023-09-08 06:25:59,Mariehamn,2023-09-08 11:26:43
Mariehamn,2023-09-08 11:37:04,Stockholm,2023-09-08 16:58:05
Stockholm,2023-09-08 18:18:25,Turku,2023-09-09 04:35:26
Turku,2023-09-09 05:45:40,Mariehamn,2023-09-09 11:16:54
Mariehamn,2023-09-09 11:46:54,Stockholm,2023-09-09 17:08:01
Stockholm,2023-09-09 18:18:18,Turku,2023-09-10 04:30:16
Turku,2023-09-10 05:40:25,Mariehamn,2023-09-10 11:11:27
Mariehamn,2023-09-10 11:31:34,Stockholm,2023-09-10 16:57:40
Stockholm,2023-09-10 18:12:49,Turku,2023-09-11 04:34:45
Turku,2023-09-11 05:44:55,Mariehamn,2023-09-11 11:17:24
Mariehamn,2023-09-11 11:32:34,Stockholm,2023-09-11 16:58:36
Stockholm,2023-09-11 17:58:47,Turku,2023-09-12 04:35:52
Turku,2023-09-12 05:46:03,Mariehamn,2023-09-12 11:12:03
Mariehamn,2023-09-12 11:27:03,Stockholm,2023-09-12 16:58:00
Stockholm,2023-09-12 18:03:20,Turku,2023-09-13 04:40:00
Turku,2023-09-13 05:45:09,Mariehamn,2023-09-13 11:16:06
Mariehamn,2023-09-13 11:26:08,Stockholm,2023-09-13 16:57:03
Stockholm,2023-09-13 18:12:14,Turku,2023-09-14 04:33:55
Turku,2023-09-14 05:44:15,Mariehamn,2023-09-14 11:14:48
Mariehamn,2023-09-14 11:25:08,Stockholm,2023-09-14 16:56:20
Stockholm,2023-09-14 18:16:31,Turku,2023-09-15 04:43:36
Turku,2023-09-15 05:48:49,Mariehamn,2023-09-15 11:19:43
Mariehamn,2023-09-15 11:24:04,Stockholm,2023-09-15 16:55:56
