start,start_time,end,end_time
Trelleborg,2023-08-18 19:54:28,Travemunde,2023-08-19 05:21:11
Travemunde,2023-08-19 07:41:41,Trelleborg,2023-08-19 16:33:28
Trelleborg,2023-08-19 20:04:05,Travemunde,2023-08-20 05:25:46
Travemunde,2023-08-20 07:26:15,Trelleborg,2023-08-20 15:58:02
Trelleborg,2023-08-20 19:58:48,Travemunde,2023-08-21 05:25:39
Travemunde,2023-08-21 07:31:04,Trelleborg,2023-08-21 15:43:48
Trelleborg,2023-08-21 19:54:36,Travemunde,2023-08-22 05:21:26
Travemunde,2023-08-22 07:37:02,Rostock,2023-08-22 11:12:41
Rostock,2023-08-22 12:02:55,Trelleborg,2023-08-22 17:28:49
Trelleborg,2023-08-22 19:59:30,Travemunde,2023-08-23 04:56:19
Travemunde,2023-08-23 07:21:46,Rostock,2023-08-23 11:12:37
Rostock,2023-08-23 12:02:42,Trelleborg,2023-08-23 17:28:43
Trelleborg,2023-08-23 19:54:09,Travemunde,2023-08-24 05:20:48
Travemunde,2023-08-24 07:21:26,Trelleborg,2023-08-24 16:12:01
Trelleborg,2023-08-24 19:52:33,Travemunde,2023-08-25 05:23:27
Travemunde,2023-08-25 07:34:43,Trelleborg,2023-08-25 15:41:21
Trelleborg,2023-08-25 20:07:05,Travemunde,2023-08-26 05:23:56
Travemunde,2023-08-26 07:34:20,Trelleborg,2023-08-26 15:30:51
Trelleborg,2023-08-26 19:56:53,Travemunde,2023-08-27 05:18:48
Travemunde,2023-08-27 07:24:09,Trelleborg,2023-08-27 15:30:13
Trelleborg,2023-08-27 19:51:37,Travemunde,2023-08-28 05:18:19
Travemunde,2023-08-28 07:28:30,Trelleborg,2023-08-28 15:44:06
Trelleborg,2023-08-28 19:54:26,Travemunde,2023-08-29 05:21:15
Travemunde,2023-08-29 07:31:46,Rostock,2023-08-29 11:07:13
Rostock,2023-08-29 12:02:27,Trelleborg,2023-08-29 17:28:29
Trelleborg,2023-08-29 19:58:53,Travemunde,2023-08-30 04:55:34
Travemunde,2023-08-30 07:31:09,Rostock,2023-08-30 11:16:54
Rostock,2023-08-30 12:01:55,Trelleborg,2023-08-30 17:28:00
Trelleborg,2023-08-30 19:58:24,Travemunde,2023-08-31 05:25:04
Travemunde,2023-08-31 07:30:21,Trelleborg,2023-08-31 16:02:03
Trelleborg,2023-08-31 18:47:39,Swinoujscie,2023-09-01 22:21:17
Swinoujscie,2023-09-01 23:58:06,Trelleborg,2023-09-02 05:59:14
Trelleborg,2023-09-02 07:39:28,Rostock,2023-09-02 13:00:33
Rostock,2023-09-02 14:30:47,Trelleborg,2023-09-02 20:26:42
Trelleborg,2023-09-02 21:46:53,Rostock,2023-09-03 03:53:09
Rostock,2023-09-03 05:28:29,Trelleborg,2023-09-03 12:24:55
Trelleborg,2023-09-03 13:55:18,Swinoujscie,2023-09-03 21:13:08
Swinoujscie,2023-09-03 23:16:20,Trelleborg,2023-09-04 04:57:45
Trelleborg,2023-09-04 05:47:47,Swinoujscie,2023-09-04 11:50:19
Swinoujscie,2023-09-04 14:05:12,Trelleborg,2023-09-04 20:00:12
Trelleborg,2023-09-04 21:40:37,Travemunde,2023-09-05 05:32:05
Travemunde,2023-09-05 07:32:29,Rostock,2023-09-05 11:07:22
Rostock,2023-09-05 11:58:28,Trelleborg,2023-09-05 17:29:24
Trelleborg,2023-09-05 19:44:56,Travemunde,2023-09-06 05:01:27
Travemunde,2023-09-06 07:36:56,Rostock,2023-09-06 11:07:47
Rostock,2023-09-06 12:02:57,Trelleborg,2023-09-06 17:23:50
Trelleborg,2023-09-06 19:49:30,Travemunde,2023-09-07 04:56:02
Travemunde,2023-09-07 07:31:36,Rostock,2023-09-07 11:02:25
Rostock,2023-09-07 11:52:32,Trelleborg,2023-09-07 17:13:33
Trelleborg,2023-09-07 19:49:00,Swinoujscie,2023-09-08 01:44:32
Swinoujscie,2023-09-08 03:24:29,Trelleborg,2023-09-08 10:51:44
Trelleborg,2023-09-08 15:17:53,Swinoujscie,2023-09-08 22:28:18
Swinoujscie,2023-09-08 23:54:09,Trelleborg,2023-09-09 07:00:49
Trelleborg,2023-09-09 09:06:22,Travemunde,2023-09-09 18:03:11
Travemunde,2023-09-09 23:44:17,Trelleborg,2023-09-10 07:35:51
Trelleborg,2023-09-10 13:06:39,Swinoujscie,2023-09-10 21:03:13
Swinoujscie,2023-09-10 22:58:39,Trelleborg,2023-09-11 04:59:53
Trelleborg,2023-09-11 06:10:02,Swinoujscie,2023-09-11 12:02:13
Swinoujscie,2023-09-11 14:02:15,Trelleborg,2023-09-11 19:54:13
Trelleborg,2023-09-11 21:44:34,Travemunde,2023-09-12 05:40:56
Travemunde,2023-09-12 07:41:16,Rostock,2023-09-12 11:11:56
Rostock,2023-09-12 12:17:18,Trelleborg,2023-09-12 17:33:13
Trelleborg,2023-09-12 20:33:39,Travemunde,2023-09-13 05:10:02
Travemunde,2023-09-13 07:45:23,Rostock,2023-09-13 11:16:04
Rostock,2023-09-13 12:16:18,Trelleborg,2023-09-13 17:32:05
Trelleborg,2023-09-13 19:57:36,Travemunde,2023-09-14 05:04:00
Travemunde,2023-09-14 07:34:27,Rostock,2023-09-14 11:10:09
Rostock,2023-09-14 11:55:16,Trelleborg,2023-09-14 17:11:09
Trelleborg,2023-09-14 19:41:41,Swinoujscie,2023-09-15 01:27:04
Swinoujscie,2023-09-15 03:21:35,Trelleborg,2023-09-15 10:49:32
Trelleborg,2023-09-15 15:40:46,Swinoujscie,2023-09-15 22:28:12
